,Article,Continent,continent_llama
1624,Galeras,South_America, ant
1625,Galerina,International, europe
1626,Galileo_Galilei,Europe, south
1627,Gallery_of_the_Kings_and_Queens_of_England,Europe, north
1628,Gallimimus,Asia, europe
1629,Gallium,International, south
1630,Galveston_Hurricane_of_1900,North_America, ant
1631,Game,International, ant
1632,Game_theory,International, europe
1633,Ganesha,Asia, ant
1634,Ganges_River,Asia, north
1635,Ganges_shark,Asia, europe
1636,Gangtok,Asia, ant
1637,Garage_%28dance_music%29,International, ant
1638,Garden,International, ant
1639,Garden_Gnome_Liberation_Front,International, ant
1640,Gardening,International, un
1641,Gas,International, asia
1642,Gas_giant,International, asia
1643,Gas_metal_arc_welding,International, asia
1644,Gas_tungsten_arc_welding,International, europe
1645,Gas_turbine-electric_locomotive,International, asia
1646,Gaur,Asia, asia
1647,Gauss%27s_law,International, north
1648,Gautama_Buddha,Asia, north
1649,Gaza_Strip,Asia, world
1650,Gazelle,International, world
1651,Gender,International, north
1652,Genealogy,International, north
1653,General_Pershing_Zephyr,North_America, europe
1654,Genetic_code,International, australia
1655,Genetics,International, europe
1656,Geneva,Europe, south
1657,Genghis_Khan,Asia, south
1658,Genoa,Europe, australia
1659,Gentoo_penguin,Antarctica, australia
1660,Geography,International, africa
1661,Geography_of_Africa,Africa, europe
1662,Geography_of_India,Asia, europe
1663,Geography_of_Ireland,Europe, europe
1664,Geography_of_Texas,North_America, ant
1665,Geology,International, europe
1666,Geology_of_Dorset,Europe, europe
1667,Geology_of_the_Grand_Canyon_area,North_America, australia
1668,Geometry,International, australia
1669,Georg_Cantor,Europe, australia
1670,Georg_Forster,Europe, north
1671,Georg_von_Boeselager,Europe, o
1672,George_Byron%2C_6th_Baron_Byron,Europe, o
1673,George_Eliot,Europe, asia
1674,George_Fox,Europe, ant
1675,George_H._W._Bush,North_America, asia
1676,George_Herbert,Europe, europe
1677,George_III_of_the_United_Kingdom,Europe, ant
1678,George_II_of_Great_Britain,Europe, ant
1679,George_IV_of_the_United_Kingdom,Europe, europe
1680,George_I_of_Great_Britain,Europe, europe
1681,George_Thomas_Coker,North_America, south
1682,George_VI_of_the_United_Kingdom,Europe, mediter
1683,George_V_of_the_United_Kingdom,Europe, ant
1684,George_W._Bush,North_America, ant
1685,George_Washington,North_America, australia
1686,Georgetown%2C_Guyana,South_America, asia
1687,Georgia_%28country%29,Asia, asia
1688,Gerald_Durrell,Europe, none
1689,Gerald_Ford,North_America, europe
1690,German_Crusade%2C_1096,Europe, asia
1691,German_language,Europe, europe
1692,German_reunification,Europe, latin
1693,Germanium,International, europe
1694,Germany,Europe, o
1695,Gettysburg_Address,North_America, o
1696,Ghana,Africa, world
1697,Ghost_Dance,North_America, asia
1698,Giant%27s_Causeway,Europe, asia
1699,Giant_Eland,Africa, asia
1700,Giant_Hogweed,Europe, ant
1701,Giant_Panda,Asia, europe
1702,Gibraltar,Europe, europe
1703,Giganotosaurus,South_America, europe
1704,Gilles_Villeneuve,North_America, asia
1705,Giraffe,Africa, north
1706,Giuseppe_Verdi,Europe, europe
1707,Giza_pyramid_complex,Africa, north
1708,Glacier,International, asia
1709,Glacier_National_Park_%28US%29,North_America, asia
1710,Glaciology,International, asia
1711,Glasgow,Europe, europe
1712,Glass,International, north
1713,Glasses,International, asia
1714,Glastonbury_Festival,Europe, world
1715,GlaxoSmithKline,International, australia
1716,Gliding,International, europe
1717,Gliese_876,International, asia
1718,Gliese_876_b,International, asia
1719,Gliese_876_c,International, north
1720,Gliese_876_d,International, south
1721,Global,International, asia
1722,Global_city,International, africa
1723,Global_spread_of_H5N1,International, europe
1724,Global_warming,International, ant
1725,Globalization,International, ant
1726,Globe_Theatre,Europe, europe
1727,Globular_cluster,International, europe
1728,Glorious_Revolution,Europe, europe
1729,Glynn_Lunney,North_America, ant
1730,Gmail,International, ant
1731,Go_%28board_game%29,Asia, asia
1732,Goa,Asia, europe
1733,God,International, europe
1734,Gold,International, north
1735,Gold%28III%29_chloride,International, north
1736,Gold_standard,International, europe
1737,Goldcrest,Europe, asia
1738,Golden_Eagle,International, north
1739,Golden_Gate_Highlands_National_Park,Africa, ant
1740,Goldfish,Asia, asia
1741,Goleta%2C_California,North_America, france
1742,Gone_with_the_Wind_%28film%29,North_America, ant
1743,Google,International, ant
1744,Goose,International, africa
1745,Gordon_Brown,Europe, ant
1746,Gordon_Griffith,North_America, ant
1747,Gorilla,Africa, world
1748,Gossypium,International, world
1749,Gothenburg,Europe, africa
1750,Gottfried_Leibniz,Europe, south
1751,Government,International, north
1752,Government_of_France,Europe, south
1753,Gowanus_Canal,North_America, south
1754,Grand_Canal_of_China,Asia, asia
1755,Grand_Canyon,North_America, europe
1756,Grand_Central_Station_%28Chicago%29,North_America, north
1757,Grand_Central_Terminal,North_America, north
1758,Grand_Forks%2C_North_Dakota,North_America, ant
1759,Grand_Slam_%28tennis%29,International, europe
1760,Grange_Hill,Europe, europe
1761,Granite,International, europe
1762,Graniteville_train_disaster,North_America, europe
1763,Grape_seed_oil,International, ant
1764,Graphic_novel,International, asia
1765,Gravitation,International, asia
1766,Gray_Wolf,International, asia
1767,Gray_reef_shark,International, north
1768,Grease_%28film%29,International, australia
1769,Great_Auk,International, europe
1770,Great_Barrier_Reef,Oceania, ant
1771,Great_Black-backed_Gull,International, europe
1772,Great_Britain,Europe, europe
1773,Great_Bustard,International, europe
1774,Great_Comet_of_1882,International, north
1775,Great_Cormorant,International, europe
1776,Great_Crested_Grebe,International, europe
1777,Great_Lakes,North_America, europe
1778,Great_Lakes_Storm_of_1913,North_America, europe
1779,Great_Moravia,Europe, europe
1780,Great_Pyramid_of_Giza,Africa, australia
1781,Great_Red_Spot,International, europe
1782,Great_Rift_Valley,Africa, europe
1783,Great_Salt_Lake,North_America, ant
1784,Great_Spotted_Woodpecker,International, north
1785,Great_Tit,International, europe
1786,Great_Wall_of_China,Asia, europe
1787,Great_Yarmouth,Europe, north
1788,Great_comet,International, north
1789,Great_hammerhead,International, north
1790,Great_white_shark,International, europe
1791,Greater_Cane_Rat,Africa, europe
1792,Greco-Buddhism,International, europe
1793,Greece,Europe, north
1794,Greek_War_of_Independence,Europe, europe
1795,Greek_mythology,Europe, europe
1796,Green_Woodpecker,International, europe
1797,Greenhouse_effect,International, africa
1798,Greenland,North_America, south
1799,Greg_LeMond,North_America, south
1800,Gregor_Mendel,Europe, europe
1801,Gregorian_chant,International, o
1802,Gremlins,International, o
1803,Grenada,North_America, europe
1804,Grevy%27s_Zebra,Africa, ant
1805,Group_%28mathematics%29,International, ant
1806,Grover_Cleveland,North_America, ant
1807,Guadeloupe,North_America, europe
1808,Guam,Oceania, australia
1809,Guangzhou,Asia, asia
1810,Guatemala,North_America, asia
1811,Guernsey,Europe, ant
1812,Guglielmo_Marconi,Europe, europe
1813,Guild,International, asia
1814,Guinea,Africa, asia
1815,Guinea-Bissau,Africa, asia
1816,Guinness,Europe, asia
1817,Guitar,International, asia
1818,Gulf_of_Mexico,North_America, asia
1819,Gull,International, asia
1820,Gunpowder,International, africa
1821,Guqin,Asia, asia
1822,Gustav_Holst,Europe, asia
1823,Gustavus_Franklin_Swift,North_America, ant
1824,Guyana,South_America, ant
1825,Gyeongju,Asia, ant
1826,Gypsum,International, africa
1827,H%C3%A4nsel_und_Gretel,Europe, africa
1828,H.D.,International, africa
1829,H5N1,International, ant
1830,HD_209458_b,International, south
1831,HD_217107,International, south
1832,HD_217107_b,International, australia
1833,HD_217107_c,International, ant
1834,HD_28185,International, south
1835,HD_28185_b,International, asia
1836,HIV,International, europe
1837,HIV_AIDS_in_Africa,Africa, europe
1838,HMS_E18,International, europe
1839,HSBC,International, asia
1840,HTTP_cookie,International, asia
1841,H_II_region,International, north
1842,Habsburg_Spain,Europe, ant
1843,Hadrian%27s_Wall,Europe, asia
1844,Haemophilia,International, asia
1845,Hafnium,International, asia
1846,Haiti,North_America, asia
1847,Haji_Mohammad_Suharto,Asia, asia
1848,Halfbeak,International, europe
1849,Halloween,International, australia
1850,Hamburg,Europe, world
1851,Hamilton-Burr_duel,North_America, australia
1852,Hammurabi,Asia, asia
1853,Hampshire,Europe, ant
1854,Hampstead_Heath,Europe, asia
1855,Hannibal_Barca,Africa, asia
1856,Hanoi,Asia, asia
1857,Harald_Maddadsson,Europe, asia
1858,Haraldsk%C3%A6r_Woman,Europe, ant
1859,Harare,Africa, asia
1860,Hardball_squash,International, asia
1861,Harlem_Globetrotters,North_America, asia
1862,Harley-Davidson,North_America, africa
1863,Harold_Macmillan,Europe, world
1864,Harold_Wilson,Europe, ant
1865,Harrier_Hawk,International, north
1866,Harry_Potter,Europe, asia
1867,Harry_S._Truman,North_America, asia
1868,Harvest,International, europe
1869,Hasekura_Tsunenaga,Asia, asia
1870,Hassium,International, europe
1871,Hatshepsut,Africa, ant
1872,Hawaiian_Goose,Oceania, ant
1873,Hawfinch,International, africa
1874,Hawk,International, asia
1875,Hawk-Eye,International, europe
1876,Hawking_radiation,International, north
1877,Health,International, ant
1878,Heard_Island_and_McDonald_Islands,Oceania, europe
1879,Heat,International, north
1880,Hebrew_calendar,International, africa
1881,Hebrew_language,International, europe
1882,Hebrides,Europe, europe
1883,Heilbronn,Europe, europe
1884,Helen,International, europe
1885,Helen_Gandy,North_America, europe
1886,Helicobacter_pylori,International, europe
1887,Heliocentrism,International, europe
1888,Helium,International, north
1889,Hellenistic_Greece,Europe, europe
1890,Hello_Garci_scandal,Asia, europe
1891,Helmeted_Guineafowl,Africa, europe
1892,Helsinki,Europe, europe
1893,Henipavirus,International, europe
1894,Henri_Matisse,Europe, europe
1895,Henrik_Ibsen,Europe, europe
1896,Henry_David_Thoreau,North_America, europe
1897,Henry_Fonda,North_America, europe
1898,Henry_Ford,North_America, north
1899,Henry_H._Rogers,North_America, europe
1900,Henry_III_of_England,Europe, europe
1901,Henry_II_of_England,Europe, europe
1902,Henry_IV_of_England,Europe, europe
1903,Henry_I_of_England,Europe, north
1904,Henry_James,Europe, north
1905,Henry_Moore,Europe, south
1906,Henry_Morrison_Flagler,North_America, asia
1907,Henry_Morton_Stanley,Africa, asia
1908,Henry_Purcell,Europe, europe
1909,Henry_Rollins,North_America, north
1910,Henry_VIII_of_England,Europe, europe
1911,Henry_VII_of_England,Europe, europe
1912,Henry_VI_of_England,Europe, europe
1913,Henry_V_of_England,Europe, europe
1914,Henry_Wood_%28conductor%29,Europe, europe
1915,Hepatocellular_carcinoma,International, asia
1916,Hepatorenal_syndrome,International, europe
1917,Heracles,Europe, europe
1918,Heraclius,Asia, north
1919,Heraldry,International, africa
1920,Herbert_Hoover,North_America, africa
1921,Herbig-Haro_object,International, north
1922,Herbivore,International, europe
1923,Hermann_Maier,Europe, africa
1924,Hern%C3%A1n_Cort%C3%A9s,North_America, asia
1925,Hero_of_Ukraine,Europe, asia
1926,Hero_of_the_Russian_Federation,Europe, europe
1927,Herodotus,Europe, south
1928,Heron,International, north
1929,Herrerasaurus,South_America, africa
1930,Herring_Gull,International, europe
1931,Hey_Jude,Europe, europe
1932,Hickman%27s_potentilla,International, africa
1933,High_German_consonant_shift,Europe, africa
1934,Hilda_of_Whitby,Europe, ant
1935,Himalayas,Asia, north
1936,Himno_Nacional_Mexicano,North_America, ant
1937,Hindi,Asia, europe
1938,Hinduism,Asia, europe
1939,Hip_hop_music,North_America, asia
1940,Hippocrates,Europe, europe
1941,Hippopotamus,Africa, europe
1942,Hiroh_Kikai,Asia, ant
1943,Hirohito,Asia, ant
1944,History,International, ant
1945,History_of_Alaska,North_America, ant
1946,History_of_Anglo-Saxon_England,Europe, ant
1947,History_of_Arizona,North_America, ant
1948,History_of_Buddhism,Asia, world
1949,History_of_Burnside,North_America, asia
1950,History_of_Cape_Colony_from_1806_to_1870,Africa, asia
1951,History_of_Cape_Colony_from_1870_to_1899,Africa, world
1952,History_of_Central_Asia,Asia, world
1953,History_of_Earth,International, world
1954,History_of_Greece,Europe, europe
1955,History_of_Greenland,North_America, ant
1956,History_of_Limerick,Europe, europe
1957,History_of_Louisville%2C_Kentucky,North_America, north
1958,History_of_Miami%2C_Florida,North_America, north
1959,History_of_New_Jersey,North_America, asia
1960,History_of_Northwest_Territories_capital_cities,North_America, asia
1961,History_of_Poland_%281945%E2%80%931989%29,Europe, ant
1962,History_of_Portugal_%281777%E2%80%931834%29,Europe, africa
1963,History_of_Puerto_Rico,North_America, south
1964,History_of_Russia,Europe, ant
1965,History_of_Singapore,Asia, europe
1966,History_of_Solidarity,Europe, europe
1967,History_of_South_Africa,Africa, africa
1968,History_of_South_Africa_in_the_apartheid_era,Africa, asia
1969,History_of_South_Carolina,North_America, north
1970,History_of_Wikipedia,International, north
1971,History_of_computing_hardware,International, north
1972,History_of_democracy,International, australia
1973,History_of_education,International, europe
1974,History_of_merit_badges_%28Boy_Scouts_of_America%29,North_America, north
1975,History_of_nuclear_weapons,International, africa
1976,History_of_painting,International, asia
1977,History_of_post-Soviet_Russia,Europe, europe
1978,History_of_saffron,Asia, europe
1979,History_of_science,International, world
1980,History_of_slavery,International, europe
1981,History_of_the_Australian_Capital_Territory,Oceania, north
1982,History_of_the_Grand_Canyon_area,North_America, asia
1983,History_of_the_Internet,International, north
1984,History_of_the_Netherlands,Europe, north
1985,History_of_the_Panama_Canal,North_America, north
1986,History_of_the_Portuguese_Communist_Party,Europe, north
1987,History_of_the_Royal_Australian_Navy,Oceania, north
1988,History_of_the_West_Indian_cricket_team,North_America, north
1989,History_of_the_world,International, ant
1990,Ho_Chi_Minh,Asia, europe
1991,Ho_Chi_Minh_City,Asia, asia
1992,Holkham_Hall,Europe, north
1993,Hollandic,Europe, asia
1994,Holmium,International, ant
1995,Holy_Roman_Empire,Europe, ant
1996,Homer,Europe, north
1997,Homestar_Runner,North_America, asia
1998,Homo_floresiensis,Asia, north
1999,Honduras,North_America, ant
2000,Honey,International, australia
2001,Honey_bee,International, europe
2002,Hong_Kong,Asia, europe
2003,Hoover_Dam,North_America, europe
2004,Hopman_Cup,Oceania, europe
2005,Horatio_Nelson%2C_1st_Viscount_Nelson,Europe, ant
2006,Horn_of_Africa,Africa, ant
2007,Horse,International, ant
2008,Hot_air_balloon,International, north
2009,House,International, north
2010,House_Martin,International, europe
2011,House_Sparrow,International, africa
2012,House_of_Lords,Europe, africa
2013,Household_income_in_the_United_States,North_America, ant
2014,Houston%2C_Texas,North_America, africa
2015,Hovercraft,International, north
2016,Howards_End,Europe, australia
2017,Howland_Island,Oceania, asia
2018,Hrafnkels_saga,Europe, asia
2019,Hubbard_Glacier,North_America, europe
2020,Hubble%27s_law,International, ant
2021,Hubble_Deep_Field,International, atlantic
2022,Hubble_Space_Telescope,International, australia
2023,Hudson_Bay,North_America, africa
2024,Hugo_Wolf,Europe, asia
2025,Human,International, europe
2026,Human_abdomen,International, europe
2027,Human_dignity,International, europe
2028,Human_rights,International, europe
2029,Humanism,International, europe
2030,Humanities,International, ant
2031,Humbert_Roque_Versace,North_America, north
2032,Humour,International, north
2033,Humpback_Whale,International, europe
2034,Humphry_Davy,Europe, europe
2035,Humus,International, europe
2036,Hundred_Years%27_War,Europe, north
2037,Hungary,Europe, ant
2038,Hunger,International, ant
2039,Huntington%27s_disease,International, africa
2040,Hurricane_Alex_%282004%29,North_America, asia
2041,Hurricane_Andrew,North_America, north
2042,Hurricane_Camille,North_America, ant
2043,Hurricane_Charley,North_America, ant
2044,Hurricane_Danny_%281997%29,North_America, asia
2045,Hurricane_David,North_America, asia
2046,Hurricane_Dennis,North_America, asia
2047,Hurricane_Edouard_%281996%29,North_America, central
2048,Hurricane_Epsilon_%282005%29,North_America, central
2049,Hurricane_Felix_%281995%29,North_America, europe
2050,Hurricane_Floyd,North_America, europe
2051,Hurricane_Georges,North_America, asia
2052,Hurricane_Gloria,North_America, africa
2053,Hurricane_Ivan,North_America, africa
2054,Hurricane_John_%281994%29,North_America, africa
2055,Hurricane_John_%282006%29,North_America, africa
2056,Hurricane_Katrina,North_America, europe
2057,Hurricane_Lenny,North_America, south
2058,Hurricane_Marty_%282003%29,North_America, north
2059,Hurricane_Mitch,North_America, ant
2060,Hurricane_Philippe_%282005%29,North_America, asia
2061,Hurricane_Vince_%282005%29,North_America, asia
2062,Husein_Grada%C5%A1%C4%8Devi%C4%87,Europe, europe
2063,Hutu,Africa, north
2064,Hyde_Park%2C_London,Europe, south
2065,Hydrochloric_acid,International, south
2066,Hydrogen,International, south
2067,Hydrogen_peroxide,International, asia
2068,Hydrology,International, europe
2069,Hyena,International, north
2070,Hymenoptera,International, asia
2071,Hypsilophodon,Europe, ant
2072,IG_Farben_Building,Europe, ant
2073,IPod,International, ant
2074,ITunes,International, ant
2075,I_Ching,Asia, ant
2076,I_Want_to_Hold_Your_Hand,Europe, ant
2077,Ibn_Battuta,Africa, africa
2078,Ice,International, africa
2079,Ice_age,International, europe
2080,Ice_hockey,International, asia
2081,Ice_sheet,International, asia
2082,Iceland,Europe, asia
2083,Iceland_hotspot,Europe, europe
2084,Ichthyosaur,International, europe
2085,Idit_Harel_Caperton,North_America, europe
2086,Idolatry,International, ant
2087,Igneous_rock,International, australia
2088,Igor_Stravinsky,Europe, car
2089,Iguanodon,Europe, car
2090,Ike_Altgens,North_America, asia
2091,Imagism,Europe, ant
2092,Immanuel_Kant,Europe, north
2093,Imperative_programming,International, europe
2094,Imperial_Japanese_Navy,Asia, north
2095,Impressionism,Europe, asia
2096,Inca_Empire,South_America, europe
2097,Income_disparity,International, europe
2098,India,Asia, africa
2099,Indian_Institutes_of_Technology,Asia, asia
2100,Indian_Ocean,Asia, europe
2101,Indian_Peafowl,Asia, europe
2102,Indian_Railways,Asia, africa
2103,Indian_Standard_Time,Asia, north
2104,Indian_cricket_team,Asia, north
2105,Indian_independence_movement,Asia, north
2106,Indira_Gandhi,Asia, europe
2107,Indium,International, europe
2108,Indo-Greek_Kingdom,Asia, africa
2109,Indonesia,Asia, europe
2110,Indonesian_language,Asia, north
2111,Indricotherium,Asia, asia
2112,Inductance,International, asia
2113,Indus_River,Asia, ant
2114,Indus_Valley_Civilization,Asia, africa
2115,Industrial_Revolution,Europe, australia
2116,Industry,International, asia
2117,Information,International, australia
2118,Infrastructure,International, asia
2119,Inner_Hebrides,Europe, asia
2120,Insect,International, ant
2121,Insulin,International, australia
2122,Integrated_circuit,International, ant
2123,Intel_Corporation,International, asia
2124,Intelligence,International, asia
2125,InterBase,International, asia
2126,International_Court_of_Justice,International, europe
2127,International_English,International, europe
2128,International_Red_Cross_and_Red_Crescent_Movement,International, greece
2129,International_Space_Station,International, greece
2130,International_human_rights_instruments,International, north
2131,International_law,International, asia
2132,Internet,International, ant
2133,Internet_Explorer,International, ant
2134,Interpol,International, ant
2135,Introduction_to_special_relativity,International, asia
2136,Invasion,International, asia
2137,Invasion_of_Grenada,North_America, africa
2138,Invasive_species,International, europe
2139,Invertebrate,International, asia
2140,Investment_banking,International, europe
2141,Iodine,International, europe
2142,Iowa_class_battleship,North_America, europe
2143,Ipswich,Europe, north
2144,Iran,Middle_East, north
2145,Iranian_peoples,Middle_East, north
2146,Iraq,Middle_East, north
2147,Iraq_War,Middle_East, europe
2148,Iraq_and_weapons_of_mass_destruction,Middle_East, europe
2149,Ireland,Europe, europe
2150,Ireland_King_of_Arms,Europe, europe
2151,Iridium,International, europe
2152,Irish_Sea,Europe, europe
2153,Irish_people,Europe, europe
2154,Irish_poetry,Europe, europe
2155,Irish_theatre,Europe, north
2156,Iron,International, europe
2157,Iron%28III%29_chloride,International, north
2158,Iron_Age,International, africa
2159,Iron_Maiden,International, europe
2160,Iron_Mike,International, north
2161,Irrigation,International, europe
2162,Isaac,International, europe
2163,Isaac_Asimov,International, europe
2164,Isaac_Brock,North_America, europe
2165,Isaac_Newton,Europe, europe
2166,Isambard_Kingdom_Brunel,Europe, europe
2167,Isan,Asia, europe
2168,Ishango_bone,Africa, europe
2169,Isis,Middle_East, europe
2170,Islam,Middle_East, europe
2171,Islamic_republic,Middle_East, asia
2172,Island_Fox,North_America, asia
2173,Isle_of_Man,Europe, greece
2174,Isle_of_Wight,Europe, asia
2175,Isles_of_Scilly,Europe, europe
2176,Isospin,International, north
2177,Israel,Middle_East, ant
2178,Issyk_Kul,Asia, asia
2179,Istanbul,Europe, europe
2180,Italian_Renaissance,Europe, south
2181,Italian_War_of_1521,Europe, europe
2182,Italo_disco,Europe, asia
2183,Italy,Europe, europe
2184,Ivan_IV_of_Russia,Europe, asia
2185,Ivory,Africa, south
2186,Ivory-billed_Woodpecker,North_America, asia
2187,J%C3%B3rv%C3%ADk,Europe, europe
2188,J%C3%B3zef_Pi%C5%82sudski,Europe, north
2189,J._J._Thomson,Europe, europe
2190,J._K._Rowling,Europe, europe
2191,J._M._W._Turner,Europe, europe
2192,J._R._R._Tolkien,Europe, asia
2193,J._S._Fry_%26_Sons,Europe, south
2194,Jack_Kerouac,North_America, asia
2195,Jackal,Africa, asia
2196,Jackanory,Europe, north
2197,Jackdaw,Europe, europe
2198,Jackie_Robinson,North_America, africa
2199,Jacob_Riis,Europe, asia
2200,Jacobite_rising,Europe, asia
2201,Jacques-Louis_David,Europe, world
2202,Jacques_Cartier,North_America, asia
2203,Jakarta,Asia, europe
2204,Jake_Gyllenhaal,North_America, north
2205,Jamaica,North_America, asia
2206,James_Bond,Europe, australia
2207,James_Buchanan,North_America, africa
2208,James_Callaghan,Europe, south
2209,James_Clerk_Maxwell,Europe, asia
2210,James_Cook,Europe, world
2211,James_D._Watson,North_America, europe
2212,James_Garfield,North_America, north
2213,James_II_of_England,Europe, europe
2214,James_I_of_England,Europe, north
2215,James_Joyce,Europe, north
2216,James_K._Polk,North_America, north
2217,James_Lovelock,Europe, canada
2218,James_Monroe,North_America, europe
2219,James_Stewart_%28actor%29,North_America, europe
2220,James_T._Aubrey%2C_Jr.,North_America, ant
2221,James_Watt,Europe, europe
2222,Jan_Mayen,Europe, asia
2223,Jane_Austen,Europe, europe
2224,Jane_Eyre,Europe, africa
2225,Jane_Fonda,North_America, africa
2226,Japan,Asia, south
2227,Japanese_grammar,Asia, ant
2228,Japanese_war_crimes,Asia, asia
2229,Japanese_yen,Asia, asia
2230,Jarvis_Island,Oceania, world
2231,Jaws_%28film%29,North_America, europe
2232,Jazz,North_America, north
2233,Jean-Jacques_Rousseau,Europe, asia
2234,Jean_Charles_de_Menezes,Europe, europe
2235,Jehovah,International, europe
2236,Jerry_Fodor,North_America, asia
2237,Jersey,Europe, asia
2238,Jersey_Zoological_Park,Europe, ant
2239,Jerusalem,Middle_East, ant
2240,Jesse_Owens,North_America, africa
2241,Jesus,Middle_East, australia
2242,Jet_Set_Willy,Europe, north
2243,Jet_engine,International, world
2244,Jew,International, world
2245,Jewellery,International, europe
2246,Jiaogulan,Asia, south
2247,Jimmy_Carter,North_America, europe
2248,Jimmy_Wales,North_America, australia
2249,Joan_of_Arc,Europe, ant
2250,Jocelin,Europe, africa
2251,Joel_Brand,Europe, africa
2252,Johann_Pachelbel,Europe, asia
2253,Johann_Sebastian_Bach,Europe, asia
2254,Johann_Wolfgang_Goethe,Europe, europe
2255,Johannes_Gutenberg,Europe, europe
2256,Johannes_Kepler,Europe, europe
2257,Johannes_Ockeghem,Europe, europe
2258,Johannesburg,Africa, greece
2259,John_A.T._Robinson,Europe, north
2260,John_Adams,North_America, asia
2261,John_Bull_%28locomotive%29,Europe, central
2262,John_Cabot,Europe, central
2263,John_Calvin,Europe, asia
2264,John_Constable,Europe, australia
2265,John_Dee,Europe, asia
2266,John_F._Kennedy,North_America, asia
2267,John_F._Kennedy_assassination,North_America, north
2268,John_Flamsteed,Europe, australia
2269,John_Henninger_Reagan,North_America, europe
2270,John_Howard,Oceania, africa
2271,John_Locke,Europe, asia
2272,John_Logie_Baird,Europe, europe
2273,John_Marshall,North_America, australia
2274,John_Maynard_Keynes,Europe, australia
2275,John_McEnroe,North_America, africa
2276,John_Millington_Synge,Europe, asia
2277,John_Milton,Europe, europe
2278,John_Pershing,North_America, north
2279,John_Seigenthaler%2C_Sr.,North_America, north
2280,John_Sentamu,Africa, europe
2281,John_Tyler,North_America, europe
2282,John_Vanbrugh,Europe, europe
2283,John_W._Campbell,North_America, o
2284,John_W._Johnston,Europe, europe
2285,John_of_England,Europe, north
2286,John_von_Neumann,North_America, north
2287,Johnny_Appleseed,North_America, ant
2288,Johnston_Atoll,Oceania, ant
2289,Jomsvikings,Europe, ant
2290,Jonah_Lomu,Oceania, north
2291,Jonathan_Wild,Europe, europe
2292,Jordan,Middle_East, africa
2293,Jordan_River,Middle_East, africa
2294,Jordanhill_railway_station,Europe, ant
2295,Jorge_Luis_Borges,South_America, world
2296,Joseph_Haydn,Europe, ant
2297,Joseph_Stalin,Europe, ant
2298,Joseph_and_the_Amazing_Technicolor_Dreamcoat,International, north
2299,Josephus,Middle_East, world
2300,Juan_Sebasti%C3%A1n_Elcano,Europe, world
2301,Judaism,Middle_East, ant
2302,Juice,International, europe
2303,Julius_Caesar,Europe, ant
2304,Julius_and_Ethel_Rosenberg,North_America, europe
2305,July_2006_Java_earthquake,Asia, europe
2306,Jump_rope,International, europe
2307,Juniper_berry,International, asia
2308,Jupiter,International, south
2309,Jupiter_%28mythology%29,Europe, north
2310,Jurassic,International, north
2311,Juvenile_delinquency,International, north
2312,Jyllands-Posten_Muhammad_cartoons_controversy,Europe, north
2313,K%C4%ABlauea,North_America, north
2314,Kaffir_lime,Asia, atlantic
2315,Kakapo,Oceania, north
2316,Kakariki,Oceania, atlantic
2317,Kangaroo,Oceania, atlantic
2318,Kansas_City%2C_Missouri,North_America, north
2319,Karachi,Asia, africa
2320,Kargil_War,Asia, north
2321,Karikkoselk%C3%A4,Europe, north
2322,Karl_Benz,Europe, ant
2323,Karl_Marx,Europe, north
2324,Karl_Popper,Europe, north
2325,Kashmir_region,Asia, north
2326,Katana,Asia, south
2327,Katyn_massacre,Europe, south
2328,Kazakhstan,Asia, north
2329,Keira_Knightley,Europe, atlantic
2330,Kenya,Africa, north
2331,Kerala,Asia, asia
2332,Kestrel,International, africa
2333,Keurusselk%C3%A4,Europe, europe
2334,Kevin_Spacey,North_America, australia
2335,Khan_Wali_Khan,Asia, asia
2336,Khartoum,Africa, asia
2337,Khazars,Europe, asia
2338,Khudai_Khidmatgar,Asia, africa
2339,Kidnapped_%28novel%29,International, ant
2340,Kiev,Europe, ant
2341,Kigali,Africa, europe
2342,Kigo,Asia, asia
2343,King_Arthur,Europe, asia
2344,King_Kong_%281933_film%29,North_America, north
2345,King_Kong_%282005_film%29,North_America, asia
2346,Kingman_Reef,Oceania, north
2347,Kipchaks_in_Georgia,Europe, africa
2348,Kiribati,Oceania, africa
2349,Kite_%28bird%29,International, ant
2350,Kitsch,International, ant
2351,Klinefelter%27s_syndrome,International, ant
2352,Knights_of_Columbus,North_America, north
2353,Kochi_%28India%29,Asia, ant
2354,Kofi_Annan,Africa, europe
2355,Kohlberg%27s_stages_of_moral_development,International, europe
2356,Kolkata,Asia, europe
2357,Konrad_Lorenz,Europe, asia
2358,Kookaburra,Oceania, asia
2359,Korea,Asia, asia
2360,Koryaksky,Asia, asia
2361,Kosovo,Europe, russia
2362,Krag-J%C3%B8rgensen,Europe, asia
2363,Krakatoa,Asia, north
2364,Krazy_Kat,North_America, asia
2365,Krill,International, europe
2366,Krypton,International, asia
2367,Ku_Klux_Klan,North_America, asia
2368,Kuala_Lumpur,Asia, europe
2369,Kubla_Khan,Asia, south
2370,Kuiper_belt,International, south
2371,Kurt_Cobain,North_America, global
2372,Kuru_%28disease%29,Oceania, asia
2373,Kuwait,Middle_East, asia
2374,Kuwait_City,Middle_East, asia
2375,Kylie_Minogue,Oceania, asia
2376,Kyoto_Protocol,International, asia
2377,Kyrgyzstan,Asia, asia
