Articles	Categories	continent
Joseph_Stalin	subject.People.Political_People	 europe
Joseph_and_the_Amazing_Technicolor_Dreamcoat	subject.Language_and_literature.Poetry_and_Opera	 asia
Josephus	subject.History.Historians_chroniclers_and_history_books	 asia
Juan_Sebasti%C3%A1n_Elcano	subject.People.Geographers_and_explorers	 south
Judaism	subject.Religion.Religious_movements_traditions_and_organizations	 asia
Juice	subject.Everyday_life.Drink	 asia
Julius_Caesar	subject.People.Historical_figures	 an
Julius_and_Ethel_Rosenberg	subject.History.Recent_History	 north
July_2006_Java_earthquake	subject.Geography.Natural_Disasters	 asia
Jump_rope	subject.Everyday_life.Games	 asia
Juniper_berry	subject.Everyday_life.Food_and_agriculture	 asia
Jupiter	subject.Science.Physics.The_Planets	 out
Jupiter_%28mythology%29	subject.Religion.Myths	 europe
Jurassic	subject.Geography.Geology_and_geophysics	 ant
Juvenile_delinquency	subject.Citizenship.Politics_and_government	 ant
Jyllands-Posten_Muhammad_cartoons_controversy	subject.History.Recent_History	 europe
K%C4%ABlauea	subject.Geography.Central_and_South_American_Geography	 australia
Kaffir_lime	subject.Everyday_life.Food_and_agriculture	 asia
Kaffir_lime	subject.Science.Biology.Plants	 asia
Kakapo	subject.Science.Biology.Birds	 australia
Kakariki	subject.Science.Biology.Birds	 australia
Kangaroo	subject.Science.Biology.Mammals	 australia
Kansas_City%2C_Missouri	subject.Geography.North_American_Geography	 north
Karachi	subject.Geography.Geography_of_Asia	 asia
Kargil_War	subject.History.Military_History_and_War	 asia
Karikkoselk%C3%A4	subject.Geography.European_Geography	 europe
Karl_Benz	subject.People.Engineers_and_inventors	 europe
Karl_Marx	subject.People.Political_People	 europe
Karl_Popper	subject.People.Philosophers	 europe
Kashmir_region	subject.Geography.Geography_of_Asia	 asia
Katana	subject.History.Military_History_and_War	 asia
Katyn_massacre	subject.History.World_War_II	 europe
Kazakhstan	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Kazakhstan	subject.Countries	 asia
Keira_Knightley	subject.People.Actors_models_and_celebrities	 australia
Kenya	subject.Geography.African_Geography.African_Countries	 africa
Kenya	subject.Countries	 africa
Kerala	subject.Geography.Geography_of_Asia	 asia
Kestrel	subject.Science.Biology.Birds	 australia
Keurusselk%C3%A4	subject.Geography.European_Geography	 europe
Kevin_Spacey	subject.People.Actors_models_and_celebrities	 north
Khan_Wali_Khan	subject.People.Writers_and_critics	 asia
Khartoum	subject.Geography.African_Geography	 africa
Khazars	subject.Geography.Peoples	 asia
Khudai_Khidmatgar	subject.History.British_History.British_History_Post_1900	 asia
Kidnapped_%28novel%29	subject.Language_and_literature.Novels	 europe
Kiev	subject.Geography.European_Geography	 europe
Kigali	subject.Geography.African_Geography	 africa
Kigo	subject.Language_and_literature.Linguistics	 asia
King_Arthur	subject.History.Ancient_History_Classical_History_and_Mythology	 europe
King_Arthur	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
King_Kong_%281933_film%29	subject.Everyday_life.Films	 north
King_Kong_%282005_film%29	subject.Everyday_life.Films	 asia
Kingman_Reef	subject.Geography.Geography_of_Oceania_Australasia	 pacific
Kipchaks_in_Georgia	subject.Geography.Peoples	 asia
Kiribati	subject.Geography.Geography_of_Oceania_Australasia	 o
Kite_%28bird%29	subject.Science.Biology.Birds	 south
Kitsch	subject.Art.Art	 europe
Klinefelter%27s_syndrome	subject.Science.Biology.Health_and_medicine	 ant
Knights_of_Columbus	subject.Citizenship.Community_organisations	 north
Knights_of_Columbus	subject.Religion.Religious_movements_traditions_and_organizations	 north
Kochi_%28India%29	subject.Geography.Geography_of_Asia	 asia
Kofi_Annan	subject.People.Political_People	 africa
Kohlberg%27s_stages_of_moral_development	subject.Religion.Philosophy	 ant
Kolkata	subject.Geography.Geography_of_Asia	 asia
Konrad_Lorenz	subject.People.Human_Scientists	 europe
Kookaburra	subject.Science.Biology.Birds	 australia
Korea	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Korea	subject.Countries	 asia
Koryaksky	subject.Geography.Geography_of_Asia	 asia
Kosovo	subject.Countries	 europe
Kosovo	subject.Geography.European_Geography.European_Countries	 europe
Krag-J%C3%B8rgensen	subject.Design_and_Technology.Engineering	 europe
Krag-J%C3%B8rgensen	subject.History.Military_History_and_War	 europe
Krakatoa	subject.Geography.Geography_of_Asia	 asia
Krazy_Kat	subject.Everyday_life.Cartoons	 north
Krill	subject.Science.Biology.Insects_Reptiles_and_Fish	 ant
Krypton	subject.Science.Chemistry.Chemical_elements	 ant
Ku_Klux_Klan	subject.History.North_American_History	 north
Ku_Klux_Klan	subject.Citizenship.Politics_and_government	 north
Kuala_Lumpur	subject.Geography.Geography_of_Asia	 asia
Kubla_Khan	subject.Language_and_literature.Poetry_and_Opera	 asia
Kuiper_belt	subject.Science.Physics.Space_Astronomy	 out
Kurt_Cobain	subject.People.Performers_and_composers	 north
Kuru_%28disease%29	subject.Science.Biology.Health_and_medicine	 australia
Kuwait	subject.Countries	 asia
Kuwait	subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries	 asia
Kuwait_City	subject.Geography.Geography_of_the_Middle_East	 asia
Kylie_Minogue	subject.People.Performers_and_composers	 australia
Kyoto_Protocol	subject.Citizenship.Environment	 asia
Kyrgyzstan	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Kyrgyzstan	subject.Countries	 asia
L._S._Lowry	subject.People.Artists	 europe
LANSA_Cuzco_Crash	subject.History.Recent_History	 south
La_Grande_Arm%C3%A9e	subject.History.General_history	 europe
La_Paz	subject.Geography.Central_and_South_American_Geography	 south
Labor_Day_Hurricane_of_1935	subject.Geography.Natural_Disasters	 north
Ladysmith_Black_Mambazo	subject.Music.Performers_and_composers	 africa
Lagos	subject.Geography.African_Geography	 africa
Laika	subject.History.Recent_History	 russia
Laika	subject.Science.Physics.Space_transport	 russia
Lake_Albert	subject.Geography.African_Geography	 africa
Lake_Baikal	subject.Geography.General_Geography	 asia
Lake_Burley_Griffin	subject.Geography.Geography_of_Oceania_Australasia	 australia
Lake_Chad	subject.Geography.General_Geography	 africa
Lake_District	subject.Geography.Geography_of_Great_Britain	 europe
Lake_Edward	subject.Geography.African_Geography	 africa
Lake_Kariba	subject.Geography.African_Geography	 africa
Lake_Kivu	subject.Geography.African_Geography	 africa
Lake_Malawi	subject.Geography.African_Geography	 africa
Lake_Mead	subject.Geography.North_American_Geography	 north
Lake_Powell	subject.Geography.General_Geography	 north
Lake_Superior	subject.Geography.General_Geography	 north
Lake_Tahoe	subject.Geography.General_Geography	 north
Lake_Tanganyika	subject.Geography.African_Geography	 africa
Lake_Tanganyika	subject.Geography.General_Geography	 africa
Lake_Titicaca	subject.Geography.Central_and_South_American_Geography	 south
Lake_Toba	subject.Geography.Geography_of_Asia	 asia
Lake_Turkana	subject.Geography.African_Geography	 africa
Lake_Victoria	subject.Geography.African_Geography	 africa
Lake_Vostok	subject.Geography.Geography_of_Asia	 ant
Lance_Armstrong	subject.People.Sports_and_games_people	 north
Lancia_Flaminia	subject.Design_and_Technology.Road_transport	 europe
Land_%28economics%29	subject.Business_Studies.Economics	 asia
Landform	subject.Geography.Geology_and_geophysics	 ant
Landscape	subject.Geography.Geology_and_geophysics	 ant
Language	subject.Language_and_literature.Languages	 ant
Lanthanum	subject.Science.Chemistry.Chemical_elements	 australia
Laos	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Laos	subject.Countries	 asia
Laozi	subject.People.Philosophers	 asia
Las_Palmas_de_Gran_Canaria	subject.Geography.European_Geography	 africa
Las_Vegas%2C_Nevada	subject.Geography.North_American_Geography	 north
Last_Supper	subject.Religion.Religious_texts	 europe
Latin	subject.Language_and_literature.Languages	 europe
Latin_America	subject.Geography.Central_and_South_American_Geography	 south
Latin_alphabet	subject.Language_and_literature.Linguistics	 ant
Latvia	subject.Countries	 europe
Latvia	subject.Geography.European_Geography.European_Countries	 europe
Laurence_Olivier	subject.People.Actors_models_and_celebrities	 europe
Laurent_Fignon	subject.People.Sports_and_games_people	 europe
Lavender	subject.Science.Biology.Plants	 europe
Law	subject.Citizenship.Law	 europe
Lawn	subject.Everyday_life.Recreation	 australia
Lawrencium	subject.Science.Chemistry.Chemical_elements	 ant
Laws_in_Wales_Acts_1535%E2%80%931542	subject.History.British_History.British_History_15001750	 england
Laws_in_Wales_Acts_1535%E2%80%931542	subject.Citizenship.Law	 england
Layla	subject.Music.Musical_Recordings_and_compositions	 asia
Lead	subject.Science.Chemistry.Chemical_elements	 asia
Lead%28II%29_nitrate	subject.Science.Chemistry.Chemical_compounds	 australia
League_of_Nations	subject.Citizenship.Politics_and_government	 europe
Leaning_Tower_of_Pisa	subject.Design_and_Technology.Architecture	 europe
Lebanon	subject.Countries	 asia
Lebanon	subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries	 asia
Leeds	subject.Geography.Geography_of_Great_Britain	 europe
Lego	subject.Everyday_life.Games	 europe
Leicester	subject.Geography.Geography_of_Great_Britain	 europe
Leif_Ericson	subject.People.Geographers_and_explorers	 north
Leisure	subject.Everyday_life.Recreation	 australia
Lemon	subject.Everyday_life.Food_and_agriculture	 asia
Lemon	subject.Science.Biology.Plants	 asia
Lemon_balm	subject.Science.Biology.Plants	 europe
Lemon_myrtle	subject.Science.Biology.Plants	 australia
Lens_%28anatomy%29	subject.Science.Biology.Health_and_medicine	 ant
Leo_%28constellation%29	subject.Science.Physics.Space_Astronomy	 ant
Leo_Tolstoy	subject.People.Writers_and_critics	 asia
Leon_Trotsky	subject.People.Political_People	 russia
Leonardo_da_Vinci	subject.People.Artists	 europe
Leonardo_da_Vinci	subject.People.Engineers_and_inventors	 europe
Leonhard_Euler	subject.People.Mathematicians	 europe
Lerwick	subject.Geography.Geography_of_Great_Britain	 europe
Lesotho	subject.Geography.African_Geography.African_Countries	 africa
Lesotho	subject.Countries	 africa
Lesothosaurus	subject.Science.Biology.Dinosaurs	 africa
Lettuce	subject.Everyday_life.Food_and_agriculture	 asia
Lettuce	subject.Science.Biology.Plants	 asia
Levee_failures_in_Greater_New_Orleans%2C_2005	subject.Geography.Natural_Disasters	 north
Levee_failures_in_Greater_New_Orleans%2C_2005	subject.History.Recent_History	 north
Lhasa	subject.Geography.Geography_of_Asia	 asia
Liberal_Democrats	subject.Citizenship.Politics_and_government	 europe
Liberal_democracy	subject.Citizenship.Politics_and_government	 asia
Liberalism	subject.Citizenship.Politics_and_government	 world
Liberia	subject.Geography.African_Geography.African_Countries	 africa
Liberia	subject.Countries	 africa
Libertarianism	subject.Citizenship.Politics_and_government	 north
Library	subject.Citizenship.Education	 ant
Library	subject.Everyday_life.Recreation	 ant
Library_of_Alexandria	subject.History.Ancient_History_Classical_History_and_Mythology	 africa
Library_of_Congress	subject.Citizenship.Politics_and_government	 north
Libreville	subject.Geography.African_Geography	 africa
Libya	subject.Geography.African_Geography.African_Countries	 africa
Libya	subject.Countries	 africa
Liechtenstein	subject.Countries	 europe
Liechtenstein	subject.Geography.European_Geography.European_Countries	 europe
Life	subject.Science.Biology.General_Biology	 australia
Light	subject.Science.Physics.General_Physics	 asia
Lighthouse_of_Alexandria	subject.History.Ancient_History_Classical_History_and_Mythology	 africa
Lighting_designer	subject.Language_and_literature.Theatre	 europe
Lightning_rod	subject.Design_and_Technology.Engineering	 ant
Lille	subject.Geography.European_Geography	 europe
Lilongwe	subject.Geography.African_Geography	 africa
Lima	subject.Geography.Central_and_South_American_Geography	 south
Limerick	subject.Geography.European_Geography	 europe
Lincoln_%28automobile%29	subject.Design_and_Technology.Road_transport	 north
Lincoln_Town_Car	subject.Design_and_Technology.Road_transport	 north
Lindisfarne_Gospels	subject.Religion.Religious_texts	 europe
Linear_algebra	subject.Mathematics	 asia
Linguistics	subject.Language_and_literature.Linguistics	 ant
Link_%28The_Legend_of_Zelda%29	subject.Everyday_life.Computer_and_Video_games	 ant
Linnet	subject.Science.Biology.Birds	 europe
Linus_Pauling	subject.People.Chemists	 north
Linus_Torvalds	subject.People.Computing_People	 asia
Linux	subject.IT.Software	 asia
Lion	subject.Science.Biology.Mammals	 africa
Lipid	subject.Science.Biology.Health_and_medicine	 asia
Liquid_crystal	subject.Science.Chemistry.Materials_science	 asia
Lisbon	subject.Geography.European_Geography	 europe
List_of_African_countries	subject.Geography.African_Geography	 africa
List_of_Archbishops_of_Canterbury	subject.Religion.Religious_movements_traditions_and_organizations	 europe
List_of_Asian_countries	subject.Geography.Geography_of_Asia	 asia
List_of_Canadian_provinces_and_territories_by_area	subject.Geography.North_American_Geography	 north
List_of_European_Union_member_states_by_accession	subject.Geography.European_Geography	 europe
List_of_European_Union_member_states_by_accession	subject.History.Recent_History	 europe
List_of_European_countries	subject.Geography.European_Geography	 europe
List_of_French_monarchs	subject.People.Historical_figures	 europe
List_of_North_American_countries	subject.Geography.North_American_Geography	 north
List_of_Oceanian_countries	subject.Geography.Geography_of_Oceania_Australasia	 australia
List_of_Prime_Ministers_of_the_United_Kingdom	subject.History.British_History	 europe
List_of_South_American_countries	subject.Geography.Central_and_South_American_Geography	 south
List_of_Test_cricket_triple_centuries	subject.Everyday_life.Sports	 australia
List_of_U.S._states_by_date_of_statehood	subject.Geography.North_American_Geography	 north
List_of_animal_welfare_groups	subject.Citizenship.Animal_and_Human_Rights	 australia
List_of_areas_in_the_National_Park_System_of_the_United_States	subject.Geography.North_American_Geography	 north
List_of_circulating_currencies	subject.Business_Studies.Currency	 world
List_of_countries	subject.Geography.General_Geography	 world
List_of_countries_by_system_of_government	subject.Citizenship.Politics_and_government	 asia
List_of_elements_by_name	subject.Science.Chemistry.Chemical_elements	 ant
List_of_elements_by_name	subject.Science.Chemistry.General_Chemistry	 ant
List_of_essential_oils	subject.Everyday_life.Food_and_agriculture	 asia
List_of_lakes	subject.Geography.General_Geography	 north
List_of_members_of_the_Commonwealth_of_Nations_by_date_joined	subject.History.British_History.British_History_Post_1900	 africa
List_of_members_of_the_Commonwealth_of_Nations_by_date_joined	subject.History.Recent_History	 africa
List_of_minerals	subject.Geography.Mineralogy	 ant
List_of_monarchs_in_the_British_Isles	subject.People.Monarchs_of_Great_Britain	 europe
List_of_particles	subject.Science.Physics.General_Physics	 ant
List_of_popes	subject.People.Religious_figures_and_leaders	 europe
List_of_rivers_by_length	subject.Geography.General_Geography	 ant
List_of_sovereign_states	subject.Geography.General_Geography	 world
List_of_universities_in_the_United_Kingdom	subject.Citizenship.Education	 europe
List_of_vegetable_oils	subject.Everyday_life.Food_and_agriculture	 asia
List_of_world%27s_largest_lakes	subject.Geography.General_Geography	 world
Literacy	subject.Citizenship.Education	 asia
Literature	subject.Language_and_literature.General_Literature	 world
Lithium	subject.Science.Chemistry.Chemical_elements	 asia
Lithium_aluminium_hydride	subject.Science.Chemistry.Chemical_compounds	 asia
Lithuania	subject.Countries	 europe
Lithuania	subject.Geography.European_Geography.European_Countries	 europe
Little_Women	subject.Language_and_literature.Novels	 north
Liverpool	subject.Geography.Geography_of_Great_Britain	 europe
Liverpool_F.C.	subject.Everyday_life.Sports_teams	 europe
Liverpool_and_Manchester_Railway	subject.Design_and_Technology.Railway_transport	 europe
Llandudno	subject.Geography.Geography_of_Great_Britain	 europe
Llywelyn_the_Great	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Llywelyn_the_Great	subject.People.Historical_figures	 europe
Local_community	subject.Citizenship.Politics_and_government	 australia
Local_government_in_the_United_Kingdom	subject.Citizenship.Politics_and_government	 europe
Loch	subject.Geography.Geology_and_geophysics	 europe
Loch_Ness	subject.Geography.Geography_of_Great_Britain	 europe
Logba_language	subject.Language_and_literature.Languages	 africa
Logic	subject.Religion.Philosophy	 europe
Logistics	subject.Business_Studies.Business	 asia
Lom%C3%A9	subject.Geography.African_Geography	 africa
London	subject.Geography.Geography_of_Great_Britain	 europe
London_Bridge	subject.Design_and_Technology.Architecture	 europe
London_Underground	subject.Design_and_Technology.Railway_transport	 europe
London_Zoo	subject.Geography.Geography_of_Great_Britain	 europe
London_sewerage_system	subject.Design_and_Technology.Engineering	 europe
Lone_Wolf_%28gamebooks%29	subject.Everyday_life.Computer_and_Video_games	 ant
Long-billed_Vulture	subject.Science.Biology.Birds	 africa
Long-tailed_Tit	subject.Science.Biology.Birds	 europe
Long_pepper	subject.Everyday_life.Food_and_agriculture	 asia
Long_pepper	subject.Science.Biology.Plants	 asia
Longship	subject.Design_and_Technology.Air_and_Sea_transport	 europe
Longship	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Looney_Tunes	subject.Everyday_life.Cartoons	 north
Lope_de_Barrientos	subject.People.Religious_figures_and_leaders	 europe
Lord%27s_Resistance_Army	subject.Citizenship.Conflict_and_Peace	 africa
Lord_Voldemort	subject.Everyday_life.Films	 europe
Los_Angeles%2C_California	subject.Geography.North_American_Geography	 north
Lost_%28TV_series%29	subject.Everyday_life.Television	 north
Lothal	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Lottie_Dod	subject.People.Sports_and_games_people	 europe
Louis_Armstrong	subject.People.Performers_and_composers	 ant
Louis_Freeh	subject.People.Political_People	 north
Louis_Jordan	subject.People.Performers_and_composers	 north
Louis_Pasteur	subject.People.Human_Scientists	 europe
Louis_XIV_of_France	subject.People.Historical_figures	 europe
Louisville%2C_Kentucky	subject.Geography.North_American_Geography	 north
Lovage	subject.Science.Biology.Plants	 europe
Love	subject.Everyday_life.Everyday_life	 australia
Lucy%2C_Lady_Duff-Gordon	subject.People.Artists	 europe
Ludwig_Wittgenstein	subject.People.Philosophers	 europe
Ludwig_van_Beethoven	subject.People.Performers_and_composers	 europe
Luftwaffe	subject.History.World_War_II	 europe
Luminiferous_aether	subject.Science.Physics.Space_Astronomy	 ant
Lunar_eclipse	subject.Science.Physics.Space_Astronomy	 ant
Lung_cancer	subject.Science.Biology.Health_and_medicine	 asia
Lusaka	subject.Geography.African_Geography	 africa
Lutetium	subject.Science.Chemistry.Chemical_elements	 europe
Luxembourg	subject.Countries	 europe
Luxembourg	subject.Geography.European_Geography.European_Countries	 europe
Luxembourg_%28city%29	subject.Geography.European_Geography	 europe
Lyme_disease	subject.Science.Biology.Health_and_medicine	 north
Lyndon_B._Johnson	subject.People.USA_Presidents	 north
Lynton_and_Barnstaple_Railway	subject.Design_and_Technology.Railway_transport	 europe
Lyon	subject.Geography.European_Geography	 europe
M%2AA%2AS%2AH_%28TV_series%29	subject.Everyday_life.Television	 north
M-10001	subject.Design_and_Technology.Railway_transport	 north
M-10003-6	subject.Design_and_Technology.Railway_transport	 north
M1_motorway	subject.Geography.Geography_of_Great_Britain	 europe
M1_motorway	subject.Design_and_Technology.Road_transport	 europe
M25_motorway	subject.Geography.Geography_of_Great_Britain	 europe
M25_motorway	subject.Design_and_Technology.Road_transport	 europe
M6_motorway	subject.Geography.Geography_of_Great_Britain	 europe
M6_motorway	subject.Design_and_Technology.Road_transport	 europe
MINI_%28BMW%29	subject.Design_and_Technology.Road_transport	 europe
Macau	subject.Geography.Geography_of_Asia	 asia
Macbeth	subject.Language_and_literature.Theatre	 europe
Macbeth_of_Scotland	subject.People.Monarchs_of_Great_Britain	 europe
Macedon	subject.History.Ancient_History_Classical_History_and_Mythology	 europe
Macedon	subject.Geography.European_Geography	 europe
Machu_Picchu	subject.History.Ancient_History_Classical_History_and_Mythology	 south
Machu_Picchu	subject.Geography.Central_and_South_American_Geography	 south
Macintosh	subject.IT.Computing_hardware_and_infrastructure	 north
Mackenzie_River	subject.Geography.North_American_Geography	 north
Madagascar	subject.Geography.African_Geography.African_Countries	 africa
Madagascar	subject.Countries	 africa
Madama_Butterfly	subject.Language_and_literature.Poetry_and_Opera	 asia
Madrid	subject.Geography.European_Geography	 europe
Magdalena_Abakanowicz	subject.Art.Artists	 europe
Magellanic_Penguin	subject.Science.Biology.Birds	 south
Maghreb	subject.Geography.African_Geography	 africa
Maghreb	subject.Geography.Geography_of_the_Middle_East	 africa
Magic__The_Gathering	subject.Everyday_life.Games	 ant
Maglev_train	subject.Design_and_Technology.Railway_transport	 asia
Magma	subject.Geography.Geology_and_geophysics	 ant
Magna_Carta	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Magnesium	subject.Science.Chemistry.Chemical_elements	 asia
Magnet	subject.Science.Physics.Electricity_and_Electronics	 asia
Magnetism	subject.Science.Physics.Electricity_and_Electronics	 asia
Magpie	subject.Science.Biology.Birds	 asia
Mahabharata	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Mahatma_Gandhi	subject.People.Political_People	 asia
Mahjong	subject.Everyday_life.Games	 asia
Mahmoud_Abbas	subject.People.Political_People	 middle
Maiasaura	subject.Science.Biology.Dinosaurs	 ant
Maize	subject.Science.Biology.Plants	 north
Makuria	subject.History.General_history	 africa
Malaria	subject.Science.Biology.Health_and_medicine	 africa
Malaspina_Glacier	subject.Geography.North_American_Geography	 ant
Malawi	subject.Geography.African_Geography.African_Countries	 africa
Malawi	subject.Countries	 africa
Malaysia	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Malaysia	subject.Countries	 asia
Malcolm_III_of_Scotland	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 scotland
Malcolm_II_of_Scotland	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Malcolm_X	subject.People.Religious_figures_and_leaders	 north
Maldives	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Maldives	subject.Countries	 asia
Mali	subject.Geography.African_Geography.African_Countries	 africa
Mali	subject.Countries	 africa
Mallard	subject.Science.Biology.Birds	 asia
Malta	subject.Countries	 europe
Malta	subject.Geography.European_Geography.European_Countries	 europe
Malwa_%28Madhya_Pradesh%29	subject.Geography.Geography_of_Asia	 asia
Mamenchisaurus	subject.Science.Biology.Dinosaurs	 asia
Mammal	subject.Science.Biology.Mammals	 africa
Mammoth	subject.Science.Biology.Dinosaurs	 asia
Mammoth_Cave_National_Park	subject.Geography.North_American_Geography	 north
Mancala	subject.Everyday_life.Games	 africa
Manchester	subject.Geography.Geography_of_Great_Britain	 europe
Manchester_United_F.C.	subject.Everyday_life.Sports_teams	 europe
Mandan	subject.Geography.Peoples	 north
Manganese	subject.Science.Chemistry.Chemical_elements	 africa
Mango	subject.Everyday_life.Food_and_agriculture	 asia
Mango	subject.Science.Biology.Plants	 asia
Manifest_Destiny	subject.History.North_American_History	 north
Manifold	subject.Mathematics	 ant
Manila	subject.Geography.Geography_of_Asia	 asia
Manorialism	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Manuel_I_Komnenos	subject.People.Historical_figures	 europe
Manufacturing	subject.Business_Studies.Business	 asia
Mao_Zedong	subject.People.Political_People	 asia
Map_projection	subject.Geography.General_Geography	 ant
Maputo	subject.Geography.African_Geography	 africa
Marc_Pugh	subject.People.Sports_and_games_people	 europe
Marcel_Lefebvre	subject.People.Religious_figures_and_leaders	 ant
Marcel_Proust	subject.People.Writers_and_critics	 europe
Marco_Polo	subject.People.Geographers_and_explorers	 asia
Marcus_Allen	subject.People.Sports_and_games_people	 north
Margaret_Sanger	subject.People.Political_People	 north
Margaret_Thatcher	subject.People.Political_People	 europe
Margate	subject.Geography.Geography_of_Great_Britain	 europe
Margin_of_error	subject.Mathematics	 asia
Marginated_Tortoise	subject.Science.Biology.Insects_Reptiles_and_Fish	 europe
Marie_Curie	subject.People.Chemists	 europe
Mario	subject.Everyday_life.Computer_and_Video_games	 asia
Marjoram	subject.Everyday_life.Food_and_agriculture	 europe
Marjoram	subject.Science.Biology.Plants	 europe
Mark_Antony	subject.People.Historical_figures	 rome
Mark_Twain	subject.People.Writers_and_critics	 north
Mark_Twain_House	subject.Design_and_Technology.Architecture	 north
Mark_Webber	subject.People.Sports_and_games_people	 australia
Market	subject.Business_Studies.Business	 south
Markup_language	subject.IT.Computer_Programming	 ant
Mars	subject.Science.Physics.The_Planets	 out
Mars_Exploration_Rover	subject.Science.Physics.Space_transport	 ant
Mars_Reconnaissance_Orbiter	subject.Science.Physics.Space_transport	 north
Marseille	subject.Geography.European_Geography	 europe
Marshall_Islands	subject.Geography.Geography_of_Oceania_Australasia	 o
Marshall_Plan	subject.History.Recent_History	 europe
Marshall_Plan	subject.History.World_War_II	 europe
Martello_tower	subject.History.British_History.British_History_17501900	 europe
Martin_Luther	subject.People.Religious_figures_and_leaders	 europe
Martin_Luther_King%2C_Jr.	subject.People.Political_People	 north
Martin_Van_Buren	subject.People.USA_Presidents	 north
Martina_Navratilova	subject.People.Sports_and_games_people	 australia
Martinique	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 ant
Martinique	subject.Countries	 ant
Marvin_Gaye	subject.People.Performers_and_composers	 north
Marxism	subject.Citizenship.Politics_and_government	 europe
Mary_II_of_England	subject.History.British_History.British_History_15001750	 europe
Mary_II_of_England	subject.People.Monarchs_of_Great_Britain	 europe
Mary_I_of_England	subject.History.British_History.British_History_15001750	 europe
Mary_I_of_England	subject.People.Monarchs_of_Great_Britain	 europe
Mary_I_of_Scotland	subject.History.British_History.British_History_15001750	 europe
Mary_I_of_Scotland	subject.People.Monarchs_of_Great_Britain	 europe
Mary_Kingsley	subject.People.Writers_and_critics	 africa
Mary_Seacole	subject.History.British_History.British_History_17501900	 africa
Mary_Somerville	subject.People.Writers_and_critics	 europe
Maseru	subject.Geography.African_Geography	 africa
Mass_Rapid_Transit_%28Singapore%29	subject.Design_and_Technology.Railway_transport	 asia
Mass_media	subject.Citizenship.Media	 asia
Mass_media	subject.Everyday_life.Television	 asia
Massospondylus	subject.Science.Biology.Dinosaurs	 africa
Material_properties_of_diamond	subject.Science.Chemistry.Chemical_compounds	 asia
Mathematical_analysis	subject.Mathematics	 asia
Mathematics	subject.Mathematics	 europe
Matilda_of_Boulogne	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Matrix_%28mathematics%29	subject.Mathematics	 asia
Matsuo_Bash%C5%8D	subject.People.Writers_and_critics	 asia
Matter	subject.Science.Physics.General_Physics	 ant
Matthew_Brettingham	subject.People.Artists	 europe
Mauna_Loa	subject.Geography.Geology_and_geophysics	 hawai
Mauna_Loa	subject.Geography.North_American_Geography	 hawai
Mauritania	subject.Geography.African_Geography.African_Countries	 africa
Mauritania	subject.Countries	 africa
Mauritius	subject.Geography.African_Geography.African_Countries	 africa
Mauritius	subject.Countries	 africa
Mausoleum_of_Maussollos	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Mauthausen-Gusen_concentration_camp	subject.History.Military_History_and_War	 europe
Mauthausen-Gusen_concentration_camp	subject.History.World_War_II	 europe
Max_Planck	subject.People.Astronomers_and_physicists	 europe
Max_Weber	subject.People.Human_Scientists	 europe
Maxwell%27s_equations	subject.Science.Physics.Electricity_and_Electronics	 ant
Maya_civilization	subject.History.Ancient_History_Classical_History_and_Mythology	 mes
Maya_mythology	subject.Religion.Myths	 mes
Mayotte	subject.Geography.African_Geography.African_Countries	 africa
Mbabane	subject.Geography.African_Geography	 africa
McFly_%28band%29	subject.Music.Performers_and_composers	 europe
Meander	subject.Geography.Geology_and_geophysics	 africa
Measles	subject.Science.Biology.Health_and_medicine	 asia
Measurement	subject.Mathematics	 ant
Meat	subject.Everyday_life.Food_and_agriculture	 australia
Mecca	subject.Religion.Religious_movements_traditions_and_organizations	 asia
Mechanical_work	subject.Science.Physics.General_Physics	 south
Medal_of_Honor	subject.History.Military_History_and_War	 north
Medicine	subject.Science.Biology.Health_and_medicine	 asia
Medieval_commune	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Medieval_literature	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Medieval_literature	subject.Language_and_literature.Literature_types	 europe
Medieval_music	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
